SYMBOL,SERIES,ISIN,scrip_code,VaR_Margin,ELM,Adhoc_Margin,MTF Margin,market_cap,Turnover,nse_fo,MTF Eligibility,MarKet Cap Category,SUR INDICATOR,company_name
JYOTHYLAB,EQ,INE668F01031,532926,12.57,3.5,0,34,7345,17.35,N,Y,Mid Cap,,JYOTHY LABS LIMITED
JYOTICNC,EQ,INE980O01024,544081,19.31,3.5,0,41,17690,176.92,N,Y,Mid Cap,,JYOTI CNC AUTOMATION LTD
KAJARIACER,EQ,INE217B01036,500233,12.6,3.5,0,34,19235,27.29,N,Y,Mid Cap,,KAJARIA CERAMICS LTD
KALAMANDIR,EQ,INE438K01021,543989,18.96,3.5,0,40,1680,10.78,N,Y,Small Cap,,SAI SILKS (KALAMANDIR) L
KANSAINER,EQ,INE531A01024,500165,10.68,3.5,0,32,17332,8.72,N,Y,Mid Cap,,KANSAI NEROLAC PAINTS LTD
KARURVYSYA,EQ,INE036D01028,590003,14.17,3.5,0,36,28507,79.45,N,Y,Large Cap,,KARUR VYSYA BANK LTD
KDDL,EQ,INE291D01011,532054,20.21,3.5,0,42,3966,16.08,N,Y,Small Cap,,KDDL LIMITED
KEC,EQ,INE389H01022,532714,16.56,3.5,0,38,14139,50.72,N,Y,Mid Cap,,KEC INTL. LIMITED
KIMS,EQ,INE967H01025,543308,13.21,3.5,0,35,31899,64.44,N,Y,Large Cap,,KRISHNA INST OF MED SCI L
KIOCL,EQ,INE880L01014,540680,24.11,3.5,0,46,24237,9.42,N,Y,Large Cap,,KIOCL LIMITED
KIRIINDUS,EQ,INE415I01015,532967,19.8,3.5,0,41,2348,12.34,N,Y,Small Cap,,KIRI INDUSTRIES LIMITED
KIRLOSBROS,EQ,INE732A01036,500241,18.63,3.5,0,40,16047,90.21,N,Y,Mid Cap,,KIRLOSKAR BROTHERS LTD
KIRLOSENG,EQ,INE146L01010,533293,19.62,3.5,0,41,37262,389.23,N,Y,Large Cap,LT ASM Stage - 1,KIRLOSKAR OIL ENG LTD
KITEX,EQ,INE602G01020,521248,24.08,3.5,0,46,3349,31.67,N,Y,Small Cap,,KITEX GARMENTS LTD
KNRCON,EQ,INE634I01029,532942,16.46,3.5,0,40,3882,27.32,N,Y,Small Cap,,KNR CONSTRU LTD.
KPEL,EQ,INE127T01021,539686,19.72,3.5,0,41,2353,6.69,N,Y,Small Cap,,K.P. ENERGY LIMITED
KPIGREEN,EQ,INE542W01025,542323,18.95,3.5,0,40,7951,26.57,N,Y,Mid Cap,,KPI GREEN ENERGY LIMITED
KPIL,EQ,INE220B01022,522287,13.63,3.5,0,35,23877,60.35,N,Y,Large Cap,,KALPATARU PROJECT INT LTD
KPRMILL,EQ,INE930H01031,532889,17.56,3.5,0,39,41648,219.52,N,Y,Large Cap,,KPR MILL LTD.
KRBL,EQ,INE001B01026,530813,16.78,3.5,0,38,9017,21.46,N,Y,Mid Cap,,KRBL LIMITED
KRISHANA,EQ,INE506W01012,,17.69,3.5,0,40,4538,21.23,N,Y,Small Cap,,KRISHANA PHOSCHEM LIMITED
KRISHNADEF,EQ,INE0J5601015,,16.74,3.5,0,40,1993,20.99,N,Y,Small Cap,,KRISHNA DEF AND ALD IND L
KSB,EQ,INE999A01023,500249,12.89,3.5,0,34,16408,19.3,N,Y,Mid Cap,,KSB LIMITED
KSCL,EQ,INE455I01029,532899,16.23,3.5,0,40,4750,54.77,N,Y,Small Cap,,KAVERI SEED CO. LTD.
KTKBANK,EQ,INE614B01018,532652,13.56,3.5,0,35,10027,54.6,N,Y,Mid Cap,,KARNATAKA BANK LIMITED
LALPATHLAB,EQ,INE600L01024,539524,12.03,3.5,0,34,27814,147.85,N,Y,Large Cap,,DR. LAL PATH LABS LTD.
LANDMARK,EQ,INE559R01029,543714,17.84,3.5,0,40,1844,8.34,N,Y,Small Cap,,LANDMARK CARS LIMITED
LATENTVIEW,EQ,INE0I7C01011,543398,17.76,3.5,0,39,6138,26.29,N,Y,Mid Cap,,LATENT VIEW ANALYTICS LTD
LEMONTREE,EQ,INE970X01018,541233,14.1,3.5,0,36,9455,59.94,N,Y,Mid Cap,,LEMON TREE HOTELS LTD
LENSKART,EQ,INE956O01016,544600,10.73,3.5,0,32,89660,359.66,N,Y,Large Cap,,LENSKART SOLUTIONS LTD
LGEINDIA,EQ,INE324D01010,544576,9,3.5,0,30,106296,170.8,N,Y,Large Cap,,LG ELECTRONICS INDIA LTD
LINDEINDIA,EQ,INE473A01011,523457,12.92,3.5,0,34,60906,23.11,N,Y,Large Cap,,LINDE INDIA LIMITED
LIQUID1,EQ,INF174KA1LV5,,6,2,0,25,1710,91.5,N,Y,Small Cap,,KOTAKMAMC - KOTAKLIQ
LIQUIDADD,EQ,INF740KA1UM0,,6,2,0,25,1655,54.82,N,Y,Small Cap,,DSPAMC - LIQUIDADD
LIQUIDBEES,EQ,INF732E01037,,6,2,0,25,10888,297.27,N,Y,Mid Cap,,NIP IND ETF LIQUID BEES
LIQUIDCASE,EQ,INF0R8F01034,,6,2,0,25,9689,194.16,N,Y,Mid Cap,,ZERODHAAMC - LIQUIDCASE
LLOYDSENT,EQ,INE080I01025,512463,23.3,3.5,0,45,11419,39.48,N,Y,Mid Cap,,LLOYDS ENTERPRISES LTD
LLOYDSME,EQ,INE281B01032,512455,15.79,3.5,0,37,92912,85.04,N,Y,Large Cap,,LLOYDS METALS N ENERGY L
LMW,EQ,INE269B01029,500252,12.49,3.5,0,34,17101,7.05,N,Y,Mid Cap,,LMW LIMITED
LOTUSDEV,EQ,INE0V9Q01010,544469,14.44,3.5,0,36,7123,7.56,N,Y,Mid Cap,,SRI LOTUS DEVLPRS N RTY L
LTFOODS,EQ,INE818H01020,532783,17.13,3.5,0,39,13449,28.1,N,Y,Mid Cap,,LT FOODS LIMITED
LTTS,EQ,INE010V01017,540115,14.25,3.5,0,36,35217,39.38,N,Y,Large Cap,,L&T TECHNOLOGY SER. LTD.
LUMAXIND,EQ,INE162B01018,517206,19.83,3.5,0,41,4783,7.64,N,Y,Small Cap,,LUMAX INDUSTRIES LTD
LUMAXTECH,EQ,INE872H01027,532796,21.36,3.5,0,43,10255,32.39,N,Y,Mid Cap,,LUMAX AUTO TECH LTD
LUXIND,EQ,INE150G01020,539542,19.77,3.5,0,41,3714,8.1,N,Y,Small Cap,,LUX INDUSTRIES LIMITED
LXCHEM,EQ,INE576O01020,543277,17.83,3.5,0,40,4433,19.14,N,Y,Small Cap,,LAXMI ORGANIC INDUS LTD
M&MFIN,EQ,INE774D01024,532720,14.85,3.5,0,36,43207,91.44,N,Y,Large Cap,,M&M FIN. SERVICES LTD
MAFANG,EQ,INF769K01HF4,,10.36,3.5,0,40,4721,5.37,N,Y,Small Cap,,MIRAEAMC - MAFANG
MAHABANK,EQ,INE457A01014,532525,14.82,3.5,0,36,68093,143.7,N,Y,Large Cap,,BANK OF MAHARASHTRA
MAHLOG,EQ,INE766P01016,540768,15.82,3.5,0,40,3744,7.59,N,Y,Small Cap,,MAHINDRA LOGISTIC LIMITED
MAHSEAMLES,EQ,INE271B01025,500265,12.04,3.5,0,34,8694,6.83,N,Y,Mid Cap,,MAHARASHTRA SEAMLESS LTD
MAITHANALL,EQ,INE683C01011,590078,16.11,3.5,0,40,3010,14.36,N,Y,Small Cap,,MAITHAN ALLOYS LTD
MANGLMCEM,EQ,INE347A01017,502157,13.3,3.5,0,40,2503,5.74,N,Y,Small Cap,,MANGALAM CEMENT LTD
MANINDS,EQ,INE993A01026,513269,23.83,3.5,0,45,4452,66.59,N,Y,Small Cap,,MAN INDUSTRIES (I) LTD.
MANINFRA,EQ,INE949H01023,533169,16.73,3.5,0,40,4226,29.53,N,Y,Small Cap,,MAN INFRA LTD
MANORAMA,EQ,INE00VM01036,541974,19.5,3.5,0,41,9466,27.13,N,Y,Mid Cap,,MANORAMA INDUSTRIES LTD
MANYAVAR,EQ,INE825V01034,543463,13.09,3.5,0,35,9996,6.47,N,Y,Mid Cap,,VEDANT FASHIONS LIMITED
MAPMYINDIA,EQ,INE0BV301023,543425,16.25,3.5,0,40,4717,28.45,N,Y,Small Cap,,C.E. INFO SYSTEMS LIMITED
MARINE,EQ,INE01JE01028,,21.28,3.5,0,43,3805,30.81,N,Y,Small Cap,,MARINE ELECTRICAL (I) LTD
MARKSANS,EQ,INE750C01026,524404,18.38,3.5,0,40,11922,69.24,N,Y,Mid Cap,,MARKSANS PHARMA LIMITED
MARSONS,EQ,INE415B01044,517467,20.8,3.5,0,42,2016,25.01,N,Y,Small Cap,,MARSONS LIMITED
MASTEK,EQ,INE759A01021,523704,15.57,3.5,0,40,4961,10.49,N,Y,Small Cap,,MASTEK LTD
MAYURUNIQ,EQ,INE040D01038,522249,15.6,3.5,0,40,3492,16.57,N,Y,Small Cap,,MAYUR UNIQUOTERS LTD
MBAPL,EQ,INE900L01010,,14.87,3.5,0,36,5017,9.64,N,Y,Mid Cap,,MADHYA BHARAT AGRO P. LTD
MBEL,EQ,INE08N601015,544470,18.55,3.5,0,40,1744,6,N,Y,Small Cap,,M AND B ENGINEERING LTD
MEDANTA,EQ,INE474Q01031,543654,12.29,3.5,0,34,35437,40.28,N,Y,Large Cap,,GLOBAL HEALTH LIMITED
MEDPLUS,EQ,INE804L01022,543427,11.74,3.5,0,33,10108,15.43,N,Y,Mid Cap,,MEDPLUS HEALTH SERV LTD
MEESHO,EQ,INE0VDM01015,544632,17.11,3.5,0,39,85014,798.8,N,Y,Large Cap,,MEESHO LIMITED
METROPOLIS,EQ,INE112L01020,542650,12.17,3.5,0,34,11469,12.1,N,Y,Mid Cap,,METROPOLIS HEALTHCARE LTD
MGL,EQ,INE002S01010,539957,13.65,3.5,0,35,11814,32.01,N,Y,Mid Cap,,MAHANAGAR GAS LTD.
MHRIL,EQ,INE998I01010,533088,12.38,3.5,0,40,4840,8.08,N,Y,Small Cap,,MAHINDRA HOLIDAYS LTD
MID150BEES,EQ,INF204KB1V68,,6.87,2,0,25,3586,23.21,N,Y,Small Cap,,NIP IND ETF MIDCAP 150
MIDCAPETF,EQ,INF769K01IC9,,7,2,0,25,1813,5.19,N,Y,Small Cap,,MIRAEAMC - MAM150ETF
MIDHANI,EQ,INE099Z01011,541195,18.81,3.5,0,40,8150,53,N,Y,Mid Cap,,MISHRA DHATU NIGAM LTD
MINDACORP,EQ,INE842C01021,538962,13.97,3.5,0,35,15985,34.19,N,Y,Mid Cap,,MINDA CORPORATION LTD
MMTC,EQ,INE123F01029,513377,20.82,3.5,0,42,10812,165.91,N,Y,Mid Cap,,MMTC LIMITED
MOBIKWIK,EQ,INE0HLU01028,544305,20.67,3.5,0,42,1569,21.27,N,Y,Small Cap,,ONE MOBIKWIK SYSTEMS LTD
MOIL,EQ,INE490G01020,533286,17.01,3.5,0,39,5691,15.67,N,Y,Mid Cap,,MOIL LIMITED
MOLDTKPAC,EQ,INE893J01029,533080,15.72,3.5,0,40,2323,6.17,N,Y,Small Cap,,MOLD-TEK PACKAGING LTD
MON100,EQ,INF247L01AP3,,9.21,2,0,25,16954,33.4,N,Y,Mid Cap,,MOTILAL OS NASDAQ100 ETF
MONARCH,EQ,INE903D01011,511551,15.45,3.5,0,40,2566,6.48,N,Y,Small Cap,,MONARCH NETWORTH CAP LTD
MOREPENLAB,EQ,INE083A01026,500288,20.03,3.5,0,42,2856,69.49,N,Y,Small Cap,,MOREPEN LAB. LTD
MOSCHIP,EQ,INE935B01025,532407,22.59,3.5,0,44,4039,49.54,N,Y,Small Cap,,MOSCHIP TECHNOLOGIES LTD
MRF,EQ,INE883A01011,500290,9.23,3.5,0,31,55186,89.56,N,Y,Large Cap,,MRF LTD
MRPL,EQ,INE103A01014,500109,20.46,3.5,0,42,27381,117.58,N,Y,Large Cap,,MRPL
MSPL,EQ,INE752G01015,532650,18.32,3.5,13.18,53,2387,21.18,N,Y,Small Cap,,MSP STEEL & POWER LTD.
MSUMI,EQ,INE0FS801015,543498,12.3,3.5,0,34,25081,41.9,N,Y,Large Cap,,MOTHERSON SUMI WRNG IND L
MTNL,EQ,INE153A01019,500108,20.68,3.5,0,42,1930,7.04,N,Y,Small Cap,Loss making,MAHANAGAR TELEPHONE NIGAM
MUFIN,EQ,INE08KJ01020,542774,17.03,3.5,0,40,2247,16.34,N,Y,Small Cap,,MUFIN GREEN FINANCE LTD
MUTHOOTMF,EQ,INE046W01019,544055,17.02,3.5,0,40,3651,8.23,N,Y,Small Cap,,MUTHOOT MICROFIN LIMITED
NATCOPHARM,EQ,INE987B01026,524816,16.41,3.5,0,38,16005,84.25,N,Y,Mid Cap,,NATCO PHARMA LTD.
NAVA,EQ,INE725A01030,513023,17.76,3.5,0,39,17264,24.11,N,Y,Mid Cap,,NAVA LIMITED
NAVINFLUOR,EQ,INE048G01026,532504,13.04,3.5,0,35,39441,107.74,N,Y,Large Cap,,NAVIN FLUORINE INT. LTD
NAVKARCORP,EQ,INE278M01019,539332,19.95,3.5,0,41,1704,11.34,N,Y,Small Cap,,NAVKAR CORPORATION LTD.
NAZARA,EQ,INE418L01047,543280,16.24,3.5,15.26,53,10829,56.28,N,Y,Mid Cap,,NAZARA TECHNOLOGIES LTD
NCC,EQ,INE868B01028,500294,14.22,3.5,0,36,9893,37.25,N,Y,Mid Cap,,NCC LIMITED
NEOGEN,EQ,INE136S01016,542665,20.18,3.5,0,42,5129,24.62,N,Y,Mid Cap,,NEOGEN CHEMICALS LIMITED
NEPHROPLUS,EQ,INE428V01029,544647,12.87,3.5,0,34,6821,19.54,N,Y,Mid Cap,,NEPHROCARE HEALTH SERV L
NESCO,EQ,INE317F01035,505355,13.33,3.5,0,35,7791,5.18,N,Y,Mid Cap,,NESCO LTD.
NETWEB,EQ,INE0NT901020,543945,23.63,3.5,0,45,28892,1250.57,N,Y,Large Cap,,NETWEB TECH INDIA LTD
NETWORK18,EQ,INE870H01013,532798,17.62,3.5,0,39,5115,58.7,N,Y,Mid Cap,,NETWORK18 MEDIA & INV LTD
NEULANDLAB,EQ,INE794A01010,524558,18.63,3.5,0,40,23186,87.43,N,Y,Large Cap,,NEULAND LAB LTD.
NEWGEN,EQ,INE619B01017,540900,22.67,3.5,0,44,6726,196.82,N,Y,Mid Cap,,NEWGEN SOFTWARE TECH LTD
NEXT50BETA,EQ,INF789F1AUW9,,7.4,2,0,25,2256,5,N,Y,Small Cap,,UTIAMC-NEXT50BETA
NEXT50IETF,EQ,INF109KC1NS5,,7,2,0,25,2592,13.45,N,Y,Small Cap,,ICICIPRAMC - ICICINXT50
NFL,EQ,INE870D01012,523630,15.29,3.5,0,40,3763,16.01,N,Y,Small Cap,,NATIONAL FERT. LTD
NH,EQ,INE410P01011,539551,12.34,3.5,0,34,40024,51.03,N,Y,Large Cap,,NARAYANA HRUDAYALAYA LTD.
NIFTY1,EQ,INF174K014P6,,6,2,0,25,3434,5.23,N,Y,Small Cap,,KOTAK NIFTY ETF
NIFTYBEES,EQ,INF204KB14I2,,6,2,0,25,65063,214,N,Y,Large Cap,,NIP IND ETF NIFTY BEES
NIFTYETF,EQ,INF769K01EG9,,6,2,0,25,5255,5.37,N,Y,Mid Cap,,MIRAEAMC - MAN50ETF
NIFTYIETF,EQ,INF109K012R6,,6,2,0,25,42167,24.49,N,Y,Large Cap,,ICICI PRUD NIFTY ETF
NIITMTS,EQ,INE342G01023,543952,16.57,3.5,0,40,3234,10.39,N,Y,Small Cap,,NIIT LEARNING SYSTEMS LTD
NITCO,EQ,INE858F01012,532722,21.38,3.5,0,43,2544,32.04,N,Y,Small Cap,,NITCO LIMITED
NITINSPIN,EQ,INE229H01012,532698,15.72,3.5,0,40,3189,8.31,N,Y,Small Cap,,NITIN SPINNERS LIMITED
NIVABUPA,EQ,INE995S01015,544286,11.42,3.5,0,33,15960,21.1,N,Y,Mid Cap,,NIVA BUPA HEALTH INS CO L
NLCINDIA,EQ,INE589A01014,513683,16.7,3.5,0,38,45100,259.61,N,Y,Large Cap,,NLC INDIA LIMITED
NOCIL,EQ,INE163A01018,500730,17.54,3.5,0,40,3062,66.84,N,Y,Small Cap,,NOCIL LIMITED
NORTHARC,EQ,INE850M01015,544260,16.01,3.5,0,40,4765,14.96,N,Y,Small Cap,,NORTHERN ARC CAPITAL LTD
NRBBEARING,EQ,INE349A01021,530367,16.15,3.5,15.35,53,4164,83.2,N,Y,Small Cap,,NRB BEARING LIMITED
NSLNISP,EQ,INE0NNS01018,543768,16.87,3.5,0,38,13085,88.18,N,Y,Mid Cap,,NMDC STEEL LIMITED
NTPCGREEN,EQ,INE0ONG01011,544289,12.13,3.5,0,34,79772,37.09,N,Y,Large Cap,,NTPC GREEN ENERGY LIMITED
NUCLEUS,EQ,INE096B01018,531209,17.33,3.5,0,40,2007,16.71,N,Y,Small Cap,,NUCLEUS SOFTWARE EXPORTS
NUVOCO,EQ,INE118D01016,543334,13.19,3.5,0,35,11218,9.63,N,Y,Mid Cap,,NUVOCO VISTAS CORP LTD
OLECTRA,EQ,INE260D01016,532439,19.59,3.5,0,41,12247,216.01,N,Y,Mid Cap,,OLECTRA GREENTECH LIMITED
ONEPOINT,EQ,INE840Y01029,544748,18.95,3.5,0,40,1525,10.97,N,Y,Small Cap,,ONE POINT ONE SOL LTD
ONESOURCE,EQ,INE013P01021,544292,17.23,3.5,0,39,17927,40.2,N,Y,Mid Cap,,ONESOURCE SPECL PHARMA L
OPTIEMUS,EQ,INE350C01017,530135,21.72,3.5,0,43,4192,11.55,N,Y,Small Cap,,OPTIEMUS INFRACOM LTD
OSWALPUMPS,EQ,INE0BYP01024,544418,16.41,3.5,0,40,4991,37.2,N,Y,Small Cap,,OSWAL PUMPS LIMITED
PACEDIGITK,EQ,INE0S3G01027,544550,14.53,3.5,0,40,4593,125.8,N,Y,Small Cap,,PACE DIGITEK LIMITED
PAISALO,EQ,INE420C01059,532900,17.85,3.5,0,39,5385,61.92,N,Y,Mid Cap,,PAISALO DIGITAL LIMITED
PANACEABIO,EQ,INE922B01023,531349,24.6,3.5,0,46,3406,62.49,N,Y,Small Cap,,PANACEA BIOTEC LTD
PARADEEP,EQ,INE088F01024,543530,18.37,3.5,0,40,14131,62.92,N,Y,Mid Cap,,PARADEEP PHOSPHATES LTD
PARAGMILK,EQ,INE883N01014,539889,19.3,3.5,0,41,2807,12.43,N,Y,Small Cap,,PARAG MILK FOODS LTD.
PARKHOSPS,EQ,INE119201023,544645,13.05,3.5,0,35,12422,23.83,N,Y,Mid Cap,,PARK MEDI WORLD LIMITED
PATELENG,EQ,INE244B01030,531120,18,3.5,0,40,3436,45.33,N,Y,Small Cap,,PATEL ENGINEERING LTD.
PCBL,EQ,INE602A01031,506590,18.38,3.5,0,40,12400,44.65,N,Y,Mid Cap,,PCBL CHEMICAL LIMITED
PCJEWELLER,EQ,INE785M01021,534809,19.92,3.5,0,41,7039,45.53,N,Y,Mid Cap,,PC JEWELLER LTD
PDSL,EQ,INE111Q01021,538730,16.48,3.5,0,38,5050,10.7,N,Y,Mid Cap,,PDS LIMITED
PENIND,EQ,INE932A01024,513228,21.61,3.5,0,43,2181,6.64,N,Y,Small Cap,,PENNAR INDUSTRIES LTD
PFIZER,EQ,INE182A01018,500680,10.06,3.5,0,32,20619,15.84,N,Y,Large Cap,,PFIZER LTD
PGHH,EQ,INE179A01014,500459,9,3.5,0,30,29146,16.94,N,Y,Large Cap,,P&G HYGIENE & HEALTH CARE
PGHL,EQ,INE199A01012,500126,9.61,3.5,0,31,10371,10.22,N,Y,Mid Cap,,PROCTER & GAMBLE HEALTH L
PGIL,EQ,INE940H01022,532808,22.18,3.5,0,44,9602,54.94,N,Y,Mid Cap,ST ASM Stage - 1,PEARL GLOBAL IND LIMITED
PHARMABEES,EQ,INF204KC1089,,9,3.5,0,40,1636,18.46,N,Y,Small Cap,,NIPPONAMC - NETFPHARMA
PICCADIL,EQ,INE546C01010,530305,18.02,3.5,0,40,5543,6.74,N,Y,Mid Cap,,PICCADILY AGRO INDUSTRI L
PINELABS,EQ,INE15B701018,544606,14.41,3.5,0,36,18518,523.58,N,Y,Mid Cap,,PINE LABS LIMITED
PIRAMALFIN,EQ,INE202B01038,544597,10.52,3.5,0,32,48391,89.07,N,Y,Large Cap,,PIRAMAL FINANCE LIMITED
PNBGILTS,EQ,INE859A01011,532366,17.91,3.5,0,40,1651,30.26,N,Y,Small Cap,,PNB GILTS LIMITED
PNCINFRA,EQ,INE195J01029,539150,14.75,3.5,0,36,6005,17.53,N,Y,Mid Cap,,PNC INFRATECH LTD.
PNGJL,EQ,INE953R01016,544256,14.48,3.5,0,36,7319,11.27,N,Y,Mid Cap,,P N GADGIL JEWELLERS LTD
POCL,EQ,INE063E01053,532626,22.78,3.5,0,44,4126,31.86,N,Y,Small Cap,,PONDY OXIDES & CHEM LTD
POKARNA,EQ,INE637C01025,532486,23.53,3.5,0,45,3511,16.71,N,Y,Small Cap,ST ASM Stage - 1,POKARNA LIMITED
POLYMED,EQ,INE205C01021,531768,18.32,3.5,0,40,16733,24.19,N,Y,Mid Cap,,POLY MEDICURE LIMITED
POLYPLEX,EQ,INE633B01018,524051,14.68,3.5,0,40,3259,17.88,N,Y,Small Cap,,POLYPLEX CORPORATION LTD
POONAWALLA,EQ,INE511C01022,524000,15.17,3.5,0,37,37688,84.02,N,Y,Large Cap,,POONAWALLA FINCORP LTD
POWERMECH,EQ,INE211R01019,539302,17.23,3.5,0,39,8830,56.05,N,Y,Mid Cap,,POWER MECH PROJECTS LTD.
PPLPHARMA,EQ,INE0DK501011,543635,15.05,3.5,0,37,22922,189.8,N,Y,Large Cap,,PIRAMAL PHARMA LIMITED
PRAJIND,EQ,INE074A01025,522205,16.85,3.5,0,38,6398,40.03,N,Y,Mid Cap,,PRAJ INDUSTRIES LTD
PRAKASH,EQ,INE603A01013,506022,17.96,3.5,0,40,2530,8.71,N,Y,Small Cap,,PRAKASH INDUSTRIES LTD
PREMEXPLN,EQ,INE863B01029,526247,26.19,3.5,0,48,4062,99.14,N,Y,Small Cap,,PREMIER EXPLOSIVES LTD
PRICOLLTD,EQ,INE726V01018,540293,15.48,3.5,0,37,7182,31.4,N,Y,Mid Cap,,PRICOL LIMITED
PRINCEPIPE,EQ,INE689W01016,542907,16.1,3.5,0,40,3233,12.2,N,Y,Small Cap,,PRINCE PIPES FITTINGS LTD
PRIVISCL,EQ,INE959A01019,530117,15.66,3.5,0,37,14097,33.25,N,Y,Mid Cap,,PRIVI SPECIALITY CHE LTD
PROTEAN,EQ,INE004A01022,544021,19.75,3.5,0,41,2467,19.93,N,Y,Small Cap,,PROTEAN EGOV TECHNO LTD
PRUDENT,EQ,INE00F201020,543527,17.41,3.5,0,39,12365,8.18,N,Y,Mid Cap,,PRUDENT CORP ADV SER LTD
PSB,EQ,INE608A01012,533295,16,3.5,0,37,17746,5.97,N,Y,Mid Cap,,PUNJAB & SIND BANK
PSPPROJECT,EQ,INE488V01015,540544,17.76,3.5,0,40,3961,14.58,N,Y,Small Cap,,PSP PROJECTS LIMITED
PSUBNKBEES,EQ,INF204KB16I7,,10.22,3.5,0,40,4246,31.78,N,Y,Small Cap,,NIP IND ETF PSU BANK BEES
PTC,EQ,INE877F01012,532524,14.61,3.5,0,36,5469,21.81,N,Y,Mid Cap,,PTC INDIA LIMITED
PTCIL,EQ,INE596F01018,539006,16.65,3.5,0,38,26135,92.1,N,Y,Large Cap,,PTC INDUSTRIES LIMITED
PVRINOX,EQ,INE191H01014,532689,11.67,3.5,0,33,9718,20.37,N,Y,Mid Cap,,PVR INOX LIMITED
PVTBANIETF,EQ,INF109KC18U7,,9,3.5,0,40,3512,42.24,N,Y,Small Cap,,ICICIPRAMC - ICICIBANKP
PWL,EQ,INE0LP301011,544609,16.11,3.5,0,38,35783,179.08,N,Y,Large Cap,,PHYSICSWALLAH LIMITED
QUESS,EQ,INE615P01015,539978,14.23,3.5,0,40,3732,51.14,N,Y,Small Cap,,QUESS CORP LIMITED
RAILTEL,EQ,INE0DD101019,543265,18.96,3.5,0,40,10187,25.69,N,Y,Mid Cap,,RAILTEL CORP OF IND LTD
RAIN,EQ,INE855B01025,500339,21.03,3.5,0,43,6482,125.48,N,Y,Mid Cap,,RAIN INDUSTRIES LIMITED
RAINBOW,EQ,INE961O01016,543524,10.84,3.5,0,32,14565,16.77,N,Y,Mid Cap,,RAINBOW CHILDRENS MED LTD
RALLIS,EQ,INE613A01020,500355,15.3,3.5,0,40,4479,12.72,N,Y,Small Cap,,RALLIS INDIA LTD
RAMCOCEM,EQ,INE331A01037,500260,10.83,3.5,0,32,21591,16.05,N,Y,Large Cap,,THE RAMCO CEMENTS LIMITED
RAMRAT,EQ,INE207E01023,522281,17.85,3.5,0,40,3902,9.04,N,Y,Small Cap,,RAM RATNA WIRES LIMITED
RATEGAIN,EQ,INE0CLI01024,543417,18.07,3.5,0,40,10161,52.42,N,Y,Mid Cap,,RATEGAIN TRAVEL TECHN LTD
RATNAMANI,EQ,INE703B01027,520111,16.4,3.5,0,38,19301,8.28,N,Y,Mid Cap,,RATNAMANI MET & TUB LTD.
RAYMOND,EQ,INE301A01014,500330,19.99,3.5,0,41,4036,39.14,N,Y,Small Cap,,RAYMOND LTD
RAYMONDLSL,EQ,INE02ID01020,544240,17.96,3.5,0,40,4901,18.4,N,Y,Small Cap,,RAYMOND LIFESTYLE LIMITED
RAYMONDREL,EQ,INE1SY401010,544420,20.63,3.5,0,42,4281,55.63,N,Y,Small Cap,,RAYMOND REALTY LIMITED
RBA,EQ,INE07T201019,543248,12.38,3.5,0,40,4689,112.52,N,Y,Small Cap,Loss making,RESTAURANT BRAND ASIA LTD
RCF,EQ,INE027A01015,524230,16.08,3.5,0,38,7404,37.48,N,Y,Mid Cap,,RASHTRIYA CHEMICALS & FER
REDINGTON,EQ,INE891D01026,532805,19.28,3.5,0,41,22191,263.93,N,Y,Large Cap,,REDINGTON LIMITED
REDTAPE,EQ,INE0LXT01019,543957,16.2,3.5,0,38,7365,7.21,N,Y,Mid Cap,,REDTAPE LIMITED
REFEX,EQ,INE056I01025,532884,22.62,3.5,0,44,4639,36.4,N,Y,Small Cap,,REFEX INDUSTRIES LIMITED
RELAXO,EQ,INE131B01039,530517,16.11,3.5,0,38,9185,9.86,N,Y,Mid Cap,,RELAXO FOOT LTD.
RELIGARE,EQ,INE621H01010,532915,16.12,3.5,0,38,9266,39.7,N,Y,Mid Cap,,RELIGARE ENTER. LTD.
RELTD,EQ,INE206N01018,504341,23.46,3.5,0,45,3164,30.76,N,Y,Small Cap,,RAVINDRA ENERGY LIMITED
RENUKA,EQ,INE087H01022,532670,14.88,3.5,0,40,4874,22.45,N,Y,Small Cap,,SHREE RENUKA SUGARS LTD
RHETAN,EQ,INE0KKN01029,543590,18.29,3.5,0,40,2189,30.85,N,Y,Small Cap,,RHETAN TMT LIMITED
RHIM,EQ,INE743M01012,534076,16.47,3.5,0,38,7840,20.69,N,Y,Mid Cap,,RHI MAGNESITA INDIA LTD
RICOAUTO,EQ,INE209B01025,520008,23.75,3.5,0,45,1905,79.1,N,Y,Small Cap,,RICO AUTO INDUSTRIES LTD
RISHABH,EQ,INE0N2P01017,543977,21.44,3.5,0,43,2252,9.68,N,Y,Small Cap,,RISHABH INSTRUMENTS LTD
RITES,EQ,INE320J01015,541556,14.75,3.5,0,36,10009,23.65,N,Y,Mid Cap,,RITES LIMITED
RKFORGE,EQ,INE399G01023,532527,15.13,3.5,0,37,10327,20.84,N,Y,Mid Cap,,RAMKRISHNA FORGINGS LTD
RML,EQ,INE050H01012,532661,17.33,3.5,0,40,2935,21.74,N,Y,Small Cap,,RANE (MADRAS) LIMITED
ROLEXRINGS,EQ,INE645S01024,543325,16.12,3.5,0,40,4027,14.84,N,Y,Small Cap,,ROLEX RINGS LIMITED
